Date,Time,PM2.5 (µg/m³),PM10 (µg/m³),SO2 (ppm),NO2 (ppm),O3 (ppm),CO (ppm),VOCs (ppm),Temperature (°C),Humidity (%),Wind Speed (m/s),Wind Direction (°),pH,DO (mg/L),BOD (mg/L),COD (mg/L),Turbidity (NTU),Lead (µg/L),Mercury (µg/L),Arsenic (µg/L),Fecal Coliforms (MPN/100mL),Total Coliforms (MPN/100mL),Distance from Plant,Wind Direction (Plant),Elevation,Proximity to Water Bodies,Historical Pollution Levels,Historical Temperature,Historical Humidity,Historical Wind Speed,Regulatory Data,Industrial Activity,Demographic Data
3/6/2024,11:33 AM,61.9770606,5.439653419,0.060508331,0.073355497,0.053037454,0.477369253,0.071623351,19.09931582,54.75253542,2.299428809,54,7.49713365,7.006626468,6.928828825,9.105673079,3.036093073,1.185122682,1.77900239,3.235141883,134,409,4.645787505,231.5603343,301.7608483,94.82285739,42.33111441,32.78209946,42.66898292,2.366155371,6.14203426,35.52593247,450.4183914
4/3/2024,9:41 AM,3.400521395,86.60978654,0.062926257,0.021260797,0.077432181,5.001179939,0.04604009,12.57671866,39.12491282,3.047320071,203,6.85419522,8.72952512,3.213332054,4.744282582,4.403214032,4.89486961,1.907087618,2.788486456,176,172,6.824898967,49.33146671,16.39840776,0.040609295,44.07741407,11.21128628,56.51673262,0.799323297,7.231090717,49.3961031,825.796863
12/1/2024,4:49 AM,20.31076876,84.84315532,0.07190292,0.034184891,0.016811991,2.316941942,0.077876062,13.68477367,79.99492108,3.785798059,250,6.958669614,9.436421535,0.980975727,1.02832151,9.442181098,3.18918535,0.653822092,3.923706334,174,79,9.225706891,254.0901754,283.0745479,12.1706499,31.28022999,10.93861525,76.42294107,1.761776491,2.725756014,6.196552944,64.24169308
12/4/2024,5:14 PM,42.06511467,2.993379495,0.040073214,0.022350352,0.05250423,1.657129697,0.087543147,21.5719706,34.34537244,1.066473129,128,7.688546613,8.183806619,7.978264683,0.808416867,0.458968404,2.431500499,1.877539104,0.533106508,79,373,1.043002763,205.6497976,6.852057962,10.67182531,10.13069746,19.71821185,60.76415644,3.525698164,3.538410791,41.83529365,55.19067631
1/29/2024,1:52 AM,30.23028816,49.85702798,0.005236878,0.002178313,0.014331905,8.936334968,0.016223139,18.72344324,54.60896632,0.612747027,60,8.701698906,6.90277343,2.333154355,16.38235605,1.292404564,1.424878443,1.715974758,2.290291678,59,401,9.850361456,228.6736759,74.70161119,10.4359002,82.54384242,14.39151628,68.45936437,2.928959171,8.510080213,18.88304412,5.184004059
6/22/2024,2:30 AM,67.66328345,44.03344641,0.013052233,0.043708637,0.078710479,9.378892754,0.044120609,27.95523706,75.13518194,4.944416273,61,8.661603222,6.846715033,1.558984856,1.945642171,2.824821619,2.298867927,1.51818073,0.703314619,124,397,0.422588491,180.7739126,16.91894252,2.40449016,88.13111685,17.74921094,31.00374086,3.380395064,1.780992767,83.12044976,288.1131238
3/27/2024,2:16 PM,38.14167897,42.11002423,0.050392013,0.013050251,0.054834581,9.80160568,0.087194032,18.33474601,31.99988131,3.106658842,168,6.091454001,6.664379757,6.058206409,0.683764443,1.703293681,0.01676094,1.931851277,4.537587277,179,26,5.880991662,186.8443785,123.8170597,42.75195731,87.17869879,21.63728642,73.92776772,0.365946177,7.560847294,93.33018562,771.2696103
11/29/2024,3:18 PM,35.77356415,26.34570706,0.034361487,0.090505847,0.054574088,8.92324378,0.071832651,11.92205724,63.55929405,4.674197522,343,6.746723945,7.664211075,6.611587991,9.476448271,0.53928089,3.499154854,0.580925202,3.516545703,83,462,8.115671112,280.7242809,113.8860876,73.18496333,95.39939212,31.44288091,44.19733837,4.852663058,8.280504274,58.16736976,345.1087546
1/6/2024,10:40 AM,33.63964745,98.86371054,0.04924204,0.045001145,0.092940885,7.687737529,0.081191524,12.75025704,35.66741083,0.275858162,322,8.760960348,8.680252959,6.0474144,12.27892041,8.584963828,4.070453416,1.435972109,4.742856118,164,222,9.025500339,126.4488543,87.97335497,81.14131277,75.87616941,13.13939156,48.95135085,1.596168118,0.801068491,85.93327432,795.4156369
12/14/2024,7:20 PM,27.13548753,62.01862651,0.037801532,0.04825613,0.023089518,1.749369323,0.003288274,27.21064608,70.30104094,0.935489839,327,7.13403913,9.462726973,0.788962911,13.38452481,6.268020031,4.519269462,1.208674076,4.720082616,47,390,9.205484481,144.8238882,249.1117266,94.33262249,17.68625866,28.67274349,45.84742828,2.876218234,5.453316553,97.84204633,33.92843117
9/24/2024,5:46 AM,0.40534353,91.21392579,0.043247832,0.052313071,0.064062902,4.728801015,0.095023065,23.12196151,69.32624132,1.115274259,306,6.824379595,9.160316499,6.052841275,3.674089377,4.67373597,2.90045896,1.191307286,2.815954247,54,176,9.892455946,240.973369,374.9102108,36.60101364,39.60386185,33.17206611,37.41644039,4.873130682,6.744556025,91.39293015,814.0064469
1/26/2024,6:32 AM,60.23923813,74.79100928,0.062398901,0.066747191,0.07300723,3.261296624,0.051393796,16.19241008,37.13818849,0.008552157,178,8.354906319,7.853167518,8.538743023,11.15454473,6.5688532,3.814655125,1.490276866,3.894190805,33,10,8.756664804,226.9145512,155.7291266,7.697749536,78.64302642,22.24913922,74.75725934,2.851829201,4.660131681,7.617063632,218.3280077
8/10/2024,3:21 PM,53.09713787,34.99682173,0.026919809,0.030304017,0.049263912,8.037848885,0.004341481,23.75640653,61.39445242,3.503870289,176,6.1553575,8.21586676,9.06764176,2.165811859,5.982490947,4.547706984,1.449255105,3.302734599,36,331,1.349144293,122.2352287,95.2435821,72.73835087,97.45115143,19.89858975,67.54148629,2.89282182,8.339924181,7.26470673,932.1992094
8/10/2024,9:53 PM,95.745385,16.89911256,0.000915335,0.041298735,0.061578275,9.332400488,0.015212395,16.42338349,30.79982811,3.346655801,133,8.088408746,6.853695319,4.388946384,0.089121361,6.498141544,0.878115732,0.176351491,4.178414608,103,145,9.917615123,168.5265084,485.9422845,87.89142825,16.57908246,18.22334336,47.97582251,3.3523431,2.144312113,77.90833065,929.5477546
4/3/2024,2:01 AM,87.54868913,65.63387744,0.062658465,0.020223116,0.092687529,3.886716139,0.014709496,13.66362169,33.42014412,1.046198151,277,8.166077804,6.053625304,2.716093594,3.071894097,2.566949609,0.9828642,0.171266821,3.263326721,82,435,1.326933594,68.6736052,44.84221061,35.04492035,46.8444968,22.93937394,79.65504613,0.119743098,1.697687649,33.0081848,727.9914246
5/31/2024,12:04 PM,89.60252217,90.9906809,0.054867735,0.053203352,0.026898509,8.214851765,0.085025528,15.72208281,52.03776823,3.126451061,256,8.921285888,8.256261307,4.434922628,11.25606858,3.14178416,4.563953649,0.542684368,0.12650867,30,156,0.884686262,281.5003088,33.8040192,89.10410431,95.04517612,20.29493586,72.98915694,2.65988637,3.063815652,88.0852713,894.9219849
12/6/2024,4:04 AM,7.006937754,17.28489029,0.07815527,0.012201538,0.053848471,8.893088036,0.000129656,21.70296278,36.68558394,3.352428813,124,8.717582505,7.729243798,5.588269794,0.340062435,5.052935495,0.804915914,0.724580515,3.358056747,41,6,9.995070911,66.51665975,68.23607533,33.38431932,72.30410893,30.08354912,63.21781968,0.326839526,3.73323823,55.6665668,534.9114162
6/26/2024,5:19 AM,26.44164589,51.91990643,0.031408152,0.024648187,0.023987161,8.298821314,0.00077152,12.13193336,73.15831187,2.558026732,296,7.715349957,8.312609414,6.766461839,2.053068093,2.176018517,3.958980831,0.509535835,0.7388013,141,71,2.092636162,18.15238766,70.03827593,86.14849297,91.03085123,20.34383359,64.82466418,4.84276176,8.836782668,24.83868311,939.6852756
11/15/2024,4:46 PM,40.66217715,19.51041453,0.035852196,0.033099832,0.024062509,5.797851118,0.022844693,16.16310433,32.2890816,1.920745621,300,8.460915857,8.090980225,3.806087473,11.777276,0.798974445,1.109511802,1.046948585,3.544733894,164,92,4.261118666,341.5115688,20.24647503,90.70295388,85.94603076,32.44100075,66.07521144,0.306422123,7.335169227,9.312472632,774.7092492
2/11/2024,1:17 PM,35.78291817,75.66760785,0.022978036,0.083932661,0.08696734,2.803095738,0.002043614,27.35063366,43.23443093,2.703248792,178,6.691103513,9.218105117,6.272499522,9.132600599,5.804779101,2.868875136,0.356629333,0.025530868,43,253,6.313282976,14.44910459,367.9991207,26.2519893,50.91569566,26.36782723,75.62656083,1.749081101,6.019233831,24.03487539,608.3386416
11/26/2024,3:36 PM,16.03108472,69.22450217,0.00465722,0.028317051,0.083978319,6.676338381,0.071710025,26.94073672,39.15919896,0.886678628,227,8.837173857,6.957557244,5.478012594,3.128256705,2.650394382,3.269679536,1.043959881,3.392256189,60,38,6.491455534,192.925294,14.88399239,78.62263584,39.63432727,28.54996785,46.80239038,1.077234066,5.043310409,9.976538014,744.2053721
9/13/2024,10:58 AM,38.97296258,52.19930084,0.017114622,0.065731636,0.002251791,4.180233289,0.013832275,17.0782805,65.35205797,4.628327477,346,6.263863729,6.603546419,9.57064134,10.88580817,3.160770914,0.027232596,1.344795975,3.395019969,93,337,8.521341994,21.58850723,59.76895115,2.576983652,65.22298802,26.92157106,41.63581487,1.790247302,7.069390321,59.01649068,150.8004497
3/22/2024,1:10 AM,92.84813047,74.77627572,0.052458752,0.084051827,0.084903966,0.155965278,0.095739712,28.97067184,75.06346183,0.11445391,284,8.775344363,6.184729754,9.796200763,0.668654484,8.788872216,4.753776326,0.946268592,1.184637109,66,264,0.426979357,107.8495366,305.4035306,97.06419442,34.53686646,32.51203025,36.10898356,3.043881774,5.97394652,53.36154944,224.1617012
1/3/2024,1:55 AM,97.58212507,96.82135171,0.070693279,0.04513025,0.079360416,2.582669699,0.072345319,22.95664506,43.94867252,4.914038384,108,7.527116726,8.745331965,9.63436868,0.19908631,7.802120776,0.54060228,0.791091437,2.867008033,197,24,0.708973883,245.7661601,107.9227653,46.90466907,65.73254356,15.16091727,60.26124212,1.036709794,8.834925517,45.70093721,555.3329443
1/30/2024,12:13 AM,67.5064898,16.28100165,0.031622962,0.054383418,0.081088269,8.326055706,0.090417487,12.09241197,37.19411796,2.308093648,58,6.85027689,6.323452365,0.478195326,11.9469069,6.251580968,4.678621069,1.274234247,4.027494823,106,232,5.071006616,228.9395412,365.8328709,5.960935556,28.70575261,15.98778538,37.32308218,4.248141313,7.401288968,43.49970485,984.7149246
3/21/2024,4:55 AM,74.77808623,35.47640664,0.026037538,0.004629571,0.009670973,8.916146029,0.023356906,12.38319251,62.81290854,4.221845961,306,8.078869543,8.866750556,6.405837077,15.48183455,4.453393957,0.329408498,1.550021429,4.80363719,148,406,7.701095361,117.5709074,240.3359709,55.32021179,42.93553371,10.86949996,55.92294628,1.44323343,1.217978754,35.39637236,73.49564993
12/15/2024,5:57 PM,44.25974822,70.44302704,0.049329396,0.016840503,0.081976215,1.382076676,0.021625541,28.20393006,35.73588485,3.550974658,57,6.22229119,7.595523485,0.525854054,3.951895581,7.373835762,1.596913154,1.854252572,3.714306368,125,225,5.108269531,269.8767516,13.08030852,58.92428499,4.997619547,33.02611733,51.83274402,2.053751589,4.292991862,11.86283815,792.8385133
11/23/2024,4:00 AM,69.64259668,74.10873375,0.063348979,0.067193031,0.090514713,7.832810354,0.068061468,15.11827036,56.91027452,3.629509975,122,6.12790565,9.877251827,3.19294595,1.901741034,6.043266011,4.635000886,0.544708864,0.791816732,83,261,4.953528676,139.5258357,49.91067644,43.3589334,95.33351385,24.04559694,76.50272828,2.023952265,4.75949312,55.89443577,983.3737933
6/17/2024,6:10 PM,20.52498477,91.11790142,0.016300006,0.027479442,0.095296239,5.823352358,0.035083744,30.29427207,35.08775774,3.248066798,235,8.297031325,6.581670976,0.737635209,5.605671639,7.198492098,2.807058878,0.714293375,2.913825803,26,79,8.368237292,160.5980433,323.9761209,73.76951018,12.50059296,31.00852597,65.27020946,3.851671431,0.929269198,95.66864085,584.6626836
6/16/2024,7:09 PM,10.66249967,61.02654064,0.011053166,0.072049239,0.001197643,7.916748075,0.017853678,28.48745999,57.25064575,3.314760058,77,8.829406318,7.112271109,0.656949665,13.2107492,0.717192895,4.839661648,1.918805167,2.141380188,75,370,7.919313665,282.8018353,388.9703213,49.37891248,42.53349262,32.40664888,35.15080899,0.604433135,6.642552829,25.40213328,103.5535257
6/7/2024,4:51 AM,2.927822896,40.43606834,0.067300151,0.005965067,0.058204744,6.815061923,0.082543428,23.29859416,32.29139261,2.275863761,154,7.422860632,9.218278452,0.120802617,1.932431707,0.861506587,1.108921894,0.658845273,4.476027947,28,24,9.0480244,185.3615388,117.1822369,32.71856289,37.16199839,30.97029851,32.13632406,2.916268524,5.245259838,96.23847559,177.7925595
4/11/2024,12:58 PM,89.42888089,3.136388399,0.049100888,0.039019283,0.089588812,0.051936916,0.021511099,26.84712991,76.80875755,2.660566222,177,6.649329818,6.875001675,5.530112414,18.92784566,4.812105466,1.139443944,1.782627349,0.291978179,77,377,6.338957569,268.99789,242.6813766,59.94008138,14.88680088,15.09964269,57.47783161,3.123950406,0.077261872,38.6474586,286.8475685
7/27/2024,3:51 PM,66.66412924,78.66685353,0.016313566,0.080302374,0.044569173,4.585524008,0.097301414,22.11022442,67.32433772,4.504438724,84,6.562178677,7.780750983,6.90882532,18.95769709,8.705471466,4.41277557,1.959578471,4.175606018,138,481,6.708187106,88.80688412,328.5567118,33.59242842,92.33881692,15.3507836,68.59103314,3.100813196,3.057442413,20.01014638,417.7518587
6/16/2024,10:06 AM,27.61245441,81.75596893,0.091196429,0.059268701,0.037924479,2.322189907,0.000238616,30.94331089,63.61446318,3.898642849,203,7.329760752,6.483368374,7.945187548,15.72845333,8.853374148,0.17224679,1.873585525,0.051618402,122,102,9.945319114,277.0997707,428.9172236,44.91747775,59.5321737,25.47164159,41.24286594,2.043653869,4.306732104,75.05514156,237.8571069
8/6/2024,4:26 AM,13.52572211,49.49548201,0.020141194,0.080008325,0.009901174,0.560586976,0.031980446,33.85816222,68.07800997,2.411910804,129,8.952727544,7.722539205,2.732250307,12.10767081,2.704381641,3.690833529,0.490209199,1.683524369,116,186,6.458327054,5.677348814,461.4365495,48.77511877,74.33412501,26.26479836,54.28466204,0.244898355,6.993657154,99.6355983,484.2393223
10/16/2024,3:12 AM,53.22044822,35.2420653,0.072399469,0.04411335,0.017817037,7.315545552,0.05455511,16.52973897,52.95024302,4.805580509,10,7.496179553,9.673787337,7.270017096,7.6797176,4.613157568,4.712235627,1.465073195,0.264238374,191,164,4.974817781,312.2715242,253.5548913,76.92882619,36.44671582,11.2413956,77.61709462,3.667780799,6.455624601,76.31623624,582.6946045
4/29/2024,11:37 PM,3.694869585,62.66219284,0.059894316,0.023398713,0.099035099,5.026185755,0.084966833,14.06595605,77.2877012,2.833185987,127,8.277170778,9.429115024,2.085348002,10.08104932,8.942263426,1.070255399,0.997840986,0.93017769,41,188,2.559266071,168.6339114,53.19454782,73.66811929,56.27974236,34.34120527,66.69296613,1.366045501,8.774736022,66.06869031,959.1615485
7/4/2024,3:31 PM,42.79338749,4.078200517,0.059517005,0.033723012,0.038314439,0.18910693,0.021354228,17.98956338,60.28150863,1.804599919,236,8.828727419,7.675006619,8.221241287,8.963553127,6.751385454,0.030481433,1.029664092,3.775445382,17,322,5.597167873,316.1871136,422.6322917,24.27339724,43.7108569,27.33835852,63.5093527,3.570768287,9.840551808,82.09645339,131.50683
5/4/2024,3:21 AM,29.63172937,3.736353054,0.020065745,0.053083138,0.005003817,6.932415439,0.037992371,27.9278826,62.13984708,2.524724871,278,7.895107184,8.810309693,7.831572948,15.67443129,3.798974578,0.082955941,0.736119745,2.529803444,69,148,3.351893304,357.8646882,240.3120815,6.604885564,29.62459403,15.67082941,37.80257946,3.173869999,7.052535591,50.68926831,552.4386728
2/21/2024,1:45 PM,40.26542893,77.5615798,0.063143072,0.090399546,0.040097719,5.265538439,0.054879715,33.27666309,56.60369035,0.083331417,62,8.618629261,7.07662033,6.295438064,11.57570684,1.20237049,2.85717341,1.630457069,1.974783493,132,31,2.0729069,9.765109108,176.7189807,57.44965736,95.03010294,31.08260877,35.95520546,0.629485738,5.515904252,50.55397633,538.8595649
3/12/2024,3:07 PM,67.69322176,87.4722042,0.021710544,0.074747058,0.046010169,2.96370131,0.084986337,27.77896766,45.48585938,0.379164662,261,8.996134787,8.014439488,5.969552934,17.7003982,8.461722616,3.315171734,0.356900809,3.672182519,64,293,6.434881231,56.30354913,412.7144962,66.74315208,28.74556153,14.65095096,56.54898835,1.993638409,5.362958116,64.41978409,863.2951823
6/7/2024,9:46 PM,70.78709118,35.85841288,0.029554014,0.095985846,0.070564681,2.38530451,0.081523818,21.17850469,48.85012791,4.64641476,354,6.797755301,7.812757079,4.641446615,5.666878544,0.994826081,2.537010318,0.582051892,2.814519392,0,62,3.808543952,45.24942769,447.4677891,56.75994416,66.0548638,33.62116996,40.26271937,2.840307984,0.04276196,2.300581888,383.9535164
4/13/2024,10:08 PM,39.66361751,35.16415922,0.02240487,0.044381897,0.069390881,1.361023295,0.059299077,21.78921452,51.25398532,0.974710461,239,7.630803965,6.532215165,0.937215242,4.309139935,8.035460835,1.761957022,1.288566654,0.558185955,86,58,2.066078682,161.9796115,214.2035217,80.22266833,73.61562786,30.05546334,73.37570332,1.948177134,9.877748712,41.08620164,941.8257272
4/23/2024,9:25 AM,71.81700745,94.5591732,0.020306254,0.026584167,0.031779449,3.010015827,0.076247929,33.38162917,45.00780755,3.883338807,18,7.549443326,8.385123689,1.099094367,13.91363243,2.613304162,2.537474443,1.91752222,0.253848638,62,376,9.402309521,205.2888428,439.3807061,47.83268762,89.71671959,23.48599973,39.06594654,1.128964385,1.068121114,68.17225669,427.4128209
3/11/2024,12:21 PM,51.65985927,37.95833673,0.066451769,0.024629746,0.075238161,3.413587547,0.068822716,26.45346799,74.61564476,2.928220685,303,8.885241323,9.945749429,2.212768486,12.28278761,9.993128853,4.818973006,1.921992111,1.54265147,195,293,3.954176868,199.3844745,144.6146326,3.439056181,8.389074473,15.31231657,77.03210352,1.824975928,9.364369769,40.4956041,566.4400243
4/25/2024,4:30 AM,22.58619555,8.858811997,0.034610997,0.090155889,0.048314722,8.118238338,0.000497488,33.13971084,65.68672876,3.362813176,344,7.322544816,8.236022799,1.628965594,15.03107415,9.294635277,0.23983317,0.418892064,0.922693753,174,231,6.42409982,351.0191466,236.6712973,41.98337601,56.21196042,13.34466101,70.35999695,1.54946939,8.376705035,7.728528533,249.8613205
7/5/2024,5:21 AM,35.57012237,89.36300984,0.099909268,0.067885752,0.054080433,3.799203357,0.000588918,23.14074632,35.64560357,1.418081584,319,7.424745928,6.466315779,9.356323907,9.493899326,6.772590167,3.236872212,0.562170539,1.181001541,112,141,3.355525353,279.5623945,213.4470323,70.1790175,82.10420521,32.66729311,74.54543589,1.637077296,9.237654152,76.15272666,346.9857966
11/1/2024,8:35 AM,9.774603222,48.83334838,0.014583779,0.031553031,0.02325094,3.540355348,0.097609579,33.55382069,71.46218391,1.284106038,344,7.659345963,8.719805662,4.593304689,13.67178266,4.809380843,3.755308847,0.015494828,2.335043083,187,44,8.553955605,330.5843569,294.0353828,76.76500529,74.5482211,27.79066461,37.22444713,2.682189195,5.444116693,4.119480221,526.7994764
4/12/2024,2:13 PM,41.73931027,72.15207591,0.049847089,0.089794782,0.009324311,6.24452339,0.088930094,19.36105316,37.81109729,0.275832932,79,7.402913504,7.528624401,7.472519542,11.57671062,1.080924323,2.375466424,0.411049577,1.403690194,104,61,0.589016508,197.0949697,210.3641768,80.13865516,37.23052186,13.39816535,53.92368084,1.965660885,3.722178191,96.14812164,526.0741108
4/4/2024,10:13 PM,35.54389592,69.14937499,0.034827377,0.011056315,0.056356121,6.695506997,0.00762024,26.05455129,49.07352789,0.700594055,340,8.655846968,9.762746346,8.155634376,13.54666789,9.218280252,0.336236531,1.693140369,1.958590251,170,203,1.168671511,348.4633708,444.7556586,58.1046139,55.45968976,27.03487761,72.42651421,2.217596479,3.758422746,70.98037254,264.5019183
1/12/2024,7:22 PM,12.91320441,21.10413154,0.041248986,0.078163112,0.035209818,4.450728275,0.096503444,27.57782857,51.65752109,4.835420344,130,6.27170225,7.533682098,5.481159347,14.67199698,8.10378667,3.159847087,0.371926674,3.234644068,180,37,4.268208291,308.0719728,13.0541737,55.2825084,58.34021082,17.61792607,61.69352434,4.776461902,6.052641842,56.36371852,429.6989322
6/5/2024,9:43 AM,97.41723445,29.19201862,0.05417475,0.085805965,0.036905348,6.584480884,0.027564037,24.58908548,40.25855243,4.804796312,334,8.083835109,7.765431113,3.232195741,5.267282241,1.865447841,2.5591002,1.423473443,0.360682325,16,346,3.361824823,2.212037813,264.096811,94.03110375,81.17048763,10.40595024,61.43899893,4.586780975,4.584934472,23.91062673,123.7879657
6/24/2024,3:05 AM,3.433906393,85.85524205,0.09671136,0.082811124,0.032507579,7.419170421,0.022858492,30.13643773,58.54649924,1.71976687,341,6.110433207,6.495724199,3.270311904,16.77814087,4.617393939,2.343954076,1.961242318,2.03654428,84,168,5.041006823,229.0613052,172.5519348,59.34104303,21.91525825,17.12599231,59.30243474,3.119562313,7.470151372,89.76066102,816.0779974
7/15/2024,10:19 AM,44.55037426,12.47173613,0.02344488,0.097519464,0.027006562,9.620291223,0.066686815,19.50729913,64.22973002,0.685378777,18,6.124748016,9.371886815,7.247549059,19.69187086,3.599887662,4.684206005,0.564238445,1.483545973,81,229,7.849666824,23.86718932,384.2644609,91.78008765,6.898335956,24.18088071,72.15052127,4.022657418,1.457827365,31.51947354,183.3760339
6/4/2024,10:07 PM,84.7265425,23.02984617,0.043279947,0.071050706,0.07254489,6.362400224,0.071409324,14.21670276,64.89716655,3.697857719,135,7.246266411,8.12986082,8.917351633,7.450257131,5.738430466,1.907779406,0.266550538,3.922610711,34,373,7.177497418,171.7107423,255.7244476,73.25195372,83.55410565,31.54332519,30.39165608,1.621932571,9.876715635,3.22586823,275.2815731
4/5/2024,5:56 PM,5.676105065,6.979767414,0.078181189,0.090858429,0.045443207,8.518778304,0.001009192,13.520049,64.16490597,1.762937559,285,7.915002477,9.037445369,7.282357598,13.91207401,5.715535348,3.93516373,0.670174604,4.78834219,129,375,3.651493585,346.3120173,195.4426889,82.69738452,33.20514516,18.00476938,68.89078107,2.120914009,6.603921422,62.17858777,953.5577412
5/9/2024,11:52 AM,33.1466958,69.22664983,0.019799959,0.082589018,0.039303621,3.073708389,0.084014518,12.85385816,40.82860989,3.453801915,318,6.297270801,9.219383287,9.952283648,10.16383895,5.997103148,2.18289245,0.253739122,2.275008101,1,353,4.466741,0.723640042,161.4810645,23.2654593,68.9151051,27.05892055,64.76306666,2.106092791,4.145951992,62.73724435,296.718671
12/12/2024,12:40 AM,29.60763516,52.3510276,0.099038019,0.03056456,0.064570688,7.308215191,0.049746876,32.41565587,48.06621089,0.906593961,316,7.323058626,7.62308569,1.094476228,4.793561623,9.060613305,4.988422123,1.736280328,0.831191569,16,407,1.473102012,340.7541161,112.1086648,24.69313682,39.59950002,25.44739753,39.53539483,3.811233983,0.823885229,10.22234553,713.8816783
4/18/2024,1:17 PM,72.88901525,32.32058852,0.009326843,0.085583018,0.083641894,4.263178175,0.085436744,19.56729419,61.09722453,0.445016199,95,6.793487298,6.853795929,3.06282585,0.8080138,5.956361005,0.79755069,0.132253941,0.824441941,141,225,9.609831697,173.9040849,236.4828978,42.68392651,23.11281271,14.55483397,52.95618519,0.83679458,7.829569782,95.40130403,77.18515731
10/21/2024,5:02 AM,52.62857304,14.12170068,0.022598761,0.025093316,0.048099759,0.063871702,0.049607549,10.51588734,53.45629338,1.237476288,27,8.387256829,9.835919521,0.212941436,15.28102387,5.540066889,4.439599358,0.705726673,0.466098716,178,386,0.683421908,38.24153071,472.656503,34.35978752,90.27660843,18.12289523,62.09334037,0.911179006,0.661645165,71.98796903,251.4898508
2/18/2024,6:35 PM,9.991154634,53.2798458,0.037510085,0.089168311,0.09719725,1.125118008,0.001569735,34.20901277,51.40713642,3.232293206,105,6.146868002,9.006176649,1.644161358,18.09125012,8.734323824,3.760957226,1.007164243,3.327100715,116,239,4.211151602,97.48202066,496.706463,43.22504255,18.41185596,32.87799388,50.14839562,0.615046113,8.850795502,66.24119114,265.1374614
3/15/2024,7:10 AM,57.74134134,9.154764849,0.096350981,0.096150215,0.048806853,3.155782245,0.015510866,32.03882974,55.35526765,1.955904333,4,7.739711744,7.069710267,2.67655972,3.217129682,6.846883133,2.746688973,1.461766048,1.125196233,81,259,6.779442811,18.6980954,322.2882086,68.25577648,24.19122262,23.49230149,66.07094278,4.591672625,4.556188134,50.67001888,37.70036774
9/21/2024,9:14 PM,46.82367178,47.74698421,0.077822974,0.076159454,0.056734763,2.791290856,0.090534747,22.02296512,53.00184302,4.418207399,220,6.350832308,7.188661224,7.100932987,3.755748753,1.958224259,2.423563534,0.714816507,1.121959774,75,93,6.662287093,250.8151861,292.9904432,83.68655527,76.50258085,30.90578297,54.66802189,3.660456113,4.64686372,86.58599879,328.9535751
11/20/2024,4:48 PM,69.18438264,10.87154147,0.085027471,0.045731709,0.051026419,8.542943579,0.063491651,34.47797624,35.00181216,2.774119729,17,7.990462189,8.169028183,6.474995311,3.965425958,8.939044915,4.725238748,1.108015971,3.943563646,26,159,0.550141075,32.73103832,123.1765325,20.46629628,21.13241544,30.21223795,40.34961867,0.040239399,0.251517381,81.43662736,816.129645
8/29/2024,10:02 AM,99.46219863,15.79722276,0.039929762,0.076281588,0.05547173,2.54503879,0.065482188,26.56633762,30.89749463,0.45297306,54,7.032259735,7.127390745,5.347371214,1.373251681,5.044577775,0.546541167,0.690499927,3.735856235,194,72,2.240052116,358.2555467,372.5250039,18.21747902,42.02137197,32.83927323,64.35898933,4.619977484,7.180795957,11.52936052,169.8055512
2/18/2024,11:33 AM,36.54109136,1.321332861,0.00039483,0.028124386,0.004240116,2.888815708,0.082409487,17.04817525,58.47205146,3.162619035,214,8.612753621,7.187117447,2.074345594,17.35913193,8.911925096,0.426727636,0.085774979,1.30078138,65,455,9.363467505,182.9579227,40.13553287,22.45470628,66.14319221,24.21634406,32.76508963,0.966262818,4.101740427,72.72675629,431.774936
7/21/2024,12:50 AM,70.66924298,83.55460543,0.031122578,0.031561842,0.048090311,8.371431447,0.002634031,30.62801078,74.24575229,4.022185673,50,6.292727783,7.768119769,0.548285964,10.11738219,7.285197273,1.540805036,1.614001929,1.684561158,102,267,2.129067855,240.5073899,293.5385408,35.01190847,0.059935026,30.38097218,40.67018812,0.56413603,8.304374721,73.41716429,244.9676328
8/10/2024,2:37 AM,92.24511855,24.33378285,0.060256559,0.047923742,0.093884698,7.699048656,0.094769138,10.81108718,53.89311932,1.458695327,7,8.666490372,6.724867861,2.958951873,15.13663464,6.495623437,3.245256268,1.922902679,0.924636921,168,72,0.511334883,113.406676,19.69403964,39.27167462,48.99124451,17.68168755,36.12340956,2.304409734,7.885594082,80.91214079,726.1573997
5/30/2024,9:43 PM,91.52626516,90.96033038,0.099107206,0.011641036,0.006087221,0.897828829,0.081998545,30.33041045,57.55473485,2.516591272,216,8.581059398,7.6087605,9.563279702,2.030392344,2.314017328,1.955390285,1.670038878,0.90563554,122,83,6.519398004,169.7561876,461.5254694,5.334357955,16.97059931,18.0420364,64.17795259,2.335079836,2.627413118,0.669917418,472.9898053
3/11/2024,2:56 AM,98.01518291,94.9054189,0.073167176,0.021741872,0.016683219,1.919813397,0.064047379,27.12070548,65.87777017,0.632410152,179,8.777702887,7.440050724,9.735782324,7.625164953,9.345671144,1.617523493,0.390061364,2.8750719,24,1,4.435878055,98.65630616,30.60019196,97.81091061,14.0069297,31.02340986,63.411567,1.150176898,4.282852209,42.48438202,616.4911372
